Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Ingredients Final,Ingredients Join
Sandwich Telur,Roti tawar--Telur--Timun--Tomat--Saus sambal/tomat--,"1) Kocok telur dan masak di teflon sampai kecoklatan, angkat dan potong menjadi beberapa bagian
2) Panggang roti tawar di kedua sisi sampai agak kecoklatan, sisihkan
3) Potong timun dan tomat tipis2, sisihkan
4) Ambil selembar roti, olesi saus, tumpuk dengan telur, timun, tomat, beri saus tumpuk lagi lakukan sesuai keinginan
5) Sandwich telur siap di sajikan",3,https://cookpad.com/id/resep/4414863-sandwich-telur,telur,sandwich telur,5,"['roti tawar', 'telur', 'timun', 'tomat', 'saus sambaltomat']",5,"['roti_tawar', 'telur', 'timun', 'tomat', 'saus_sambaltomat']",roti_tawar telur timun tomat saus_sambaltomat
Telur Ceplok Balado Sumatra,4 butir telur--2 sdm minyak sayur--1/2 sdt penyedap rasa--1 sdt garam--1/2 sdt gula pasir (saya sih gak pake gula)--Bumbu halus--11 cabe rawit gendot (bisa pake cabe merah besar sesuai selera--2 siung bawang merah dan bawang putih--1 ruas jari jahe dan laos (laos fungsinya membuat masakan wangi)--1 lembar daun jeruk (gak pake jg gak papa kok bun)--,"1) Goreng semua telur (kalo gak suka ceplok dadar jg gak papa bun)
2) Haluskan semua bumbu termasuk jahe, laos dan daun jeruk
3) Tumis bumbu sampai harum ya bun (kalau sudah bersing² tandanya sudah harum, tujuan menumis sampai harum agar masakan tidak cepat basi)
4) Tambahkan garam, penyedap, gula secukupnya (kalau mau tambah air sedikit aja saya sih enggak soalnya sudah pake tomat)
5) Kecilkan api, lalu masukkan telur, aduk dengan sambel d wajan secara peelahan, jangan sampai telur berantakan ya bun nanti buah hati / suami bisa gak selera kalo liat masakan berantakan.
6) Koreksi rasa, angkat, hidangkan, dimakan dengan nasi hangat semakin cucok.",6,https://cookpad.com/id/resep/4413104-telur-ceplok-balado-sumatra,telur,telur ceplok balado sumatra,10,"['telur', 'minyak sayur', 'penyedap rasa', 'garam', 'gula pasir', 'bumbu halus', 'cabe rawit', 'bawang merah', 'jahe dan', 'daun jeruk']",6,"['telur', 'minyak_sayur', 'garam', 'gula_pasir', 'bumbu', 'cabai_rawit', 'bawang_merah', 'jahe', 'jeruk']",telur minyak_sayur garam gula_pasir bumbu cabai_rawit bawang_merah jahe jeruk
Telur Di Pindang Teh Celup,5-10 telur ayam di rebus lalu kupas kulitnya--2 kantong teh celup merk apa saja boleh--2 sdm kecap manis--2 sdm gula pasir--3 sdm gula merah sisir--1 batang sereh. Keprek--2 lembar daun salam--3 lembar daun jeruk--1 liter air--Secukupnya garam dan kaldu--,"1) Masukkan dalam panci semua bahan. Aduk lalu rebus sampai air sat.
2) Bila ingin warna lebih pekat biarkan tetap terendam air rebusan semalaman (kalau masih ada sisa air)
3) Rasanya enak, gurih manis.
4) Selamat memasak bu ibu.",9,https://cookpad.com/id/resep/4412462-telur-di-pindang-teh-celup,telur,telur di pindang teh celup,10,"['telur ayam', 'kantong teh', 'kecap manis', 'gula pasir', 'gula merah', 'sereh keprek', 'daun salam', 'daun jeruk', 'liter air', 'secukupnya garam']",4,"['telur_ayam', 'kantong_teh', 'kecap_manis', 'gula_pasir', 'gula_merah', 'sereh_keprek', 'salam', 'jeruk', 'garam']",telur_ayam kantong_teh kecap_manis gula_pasir gula_merah sereh_keprek salam jeruk garam
Semur Tahu Telor,Bahan:--3 butir telur rebus--1/2 papan tahu potong tebal lalu goreng setengah matang--Bumbu:--2 siung bawang putih--4 siung  bawang merah (haluskan)--secukupnya Merica--secukupnya Gula garam--secukupnya Penyedap rasa--2 sdm rajarasa--secukupnya Kecap manis--,"1) Siapkan minyak goreng, tumis baper bawang putih hingga harum lalu masukkan kecap manis, rajarasa, merica gula garam dan tmbahkan air tes rasa
2) Jika rasa sudah pas masukkan telur rebus dan tahu goreng tunggu 5mnit hingga bumbu merasuk lalu angkat taburi bawang goreng, sajikan",7,https://cookpad.com/id/resep/4411467-semur-tahu-telor,telur,semur tahu telor,11,"['bahan', 'telur rebus', 'papan tahu', 'bumbu', 'bawang putih', 'bawang merah', 'secukupnya merica', 'secukupnya gula', 'secukupnya penyedap', 'rajarasa', 'secukupnya kecap']",2,"['bahan', 'telur', 'papan_tahu', 'bumbu', 'bawang_putih', 'bawang_merah', 'merica', 'gula', 'penyedap', 'rajarasa', 'kecap']",bahan telur papan_tahu bumbu bawang_putih bawang_merah merica gula penyedap rajarasa kecap
Nasi Sosis Gulung Telur,Secukupnya nasi--2 telur--2 sosis--Garam--Penyedap rasa--Margarin--,"1) Siapkan nasi dan tambahkan garam sedikit hingga merata
2) Goreng sosis (Sambil menunggu sosis matang) campurkan telur, garam, dan penyedap rasa, kemudian kocok sampai berbuih
3) Panaskan margarin d atas teflon, kemudian tuang kocokan telur tadi hingga matang
4) Angkat telur, dan ratakan nasi d atasnya, kemudian letakkan sosis dan gulung. Terakhir potong sesuai selera",7,https://cookpad.com/id/resep/4410744-nasi-sosis-gulung-telur,telur,nasi sosis gulung telur,6,"['secukupnya nasi', 'telur', 'sosis', 'garam', 'penyedap rasa', 'margarin']",4,"['nasi', 'telur', 'sosis', 'garam', 'margarin']",nasi telur sosis garam margarin
Egg Curry Homemade,1/2 sdt bawang putih bubuk (sebaiknya pakai bawang putih)--(kalau ada bawang merah tambah bawang merah juga)--2 sdm indofood bumbu gulai--1/2 sdt garam--1/2 sdt masako--1-2 gelas air putih--5 butir telur yang sudah direbus--Minyak untuk menumis--Kentang yang sudah digoreng--,"1) Panaskan minyak, tumis bawang hingga harum. Kemudian masukkan air. Biarkan hingga mendidih.
2) Masukkan semua bumbu. Aduk hingga merata
3) Masukkan telur dan kentang. Biarkan bumbu meresap. Kemudian angkat dan sajikan",7,https://cookpad.com/id/resep/4411124-egg-curry-homemade,telur,egg curry,9,"['bawang putih', 'kalau ada', 'indofood bumbu', 'garam', 'masako', 'gelas air', 'telur yang', 'minyak untuk', 'kentang yang']",3,"['bawang_putih', 'kalau_ada', 'indofood_bumbu', 'garam', 'masako', 'telur_yang', 'minyak', 'kentang_yang']",bawang_putih kalau_ada indofood_bumbu garam masako telur_yang minyak kentang_yang
Tahu Telor Simple Enak,"2 potong tahu--1 butir telor (kocok lepas)--1 buah daun bawang (iris tipis)--2 buah cabe rawit iris tipis (optional)--1 sdm kaldu jamur--1,5 sdt garam--","1) Lumatkan tahu, masukkan daun bawang, cabe, kaldu jamur, garam aduk hingga merata
2) Tambahkan telor kocok. Aduk hingga merata
3) Goreng dalam api sedang hingga kering/sedikit kecoklatan
4) Sajikan",1,https://cookpad.com/id/resep/4411255-tahu-telor-simple-enak,telur,tahu telor,6,"['tahu', 'telor kocok', 'daun bawang', 'cabe rawit', 'kaldu jamur', 'garam']",4,"['tahu', 'telor_kocok', 'cabai_rawit', 'kaldu_jamur', 'garam']",tahu telor_kocok cabai_rawit kaldu_jamur garam
Oseng2 Tauge Telur👍👍👍(Orak Arik Tokolan),2 bungkus tauge/cambah/tokolan--3 siung bawang putih q geprek--4 siung bawang merah q iris--4 buah cabai rawit q iris lebih pedes lebih enak😋😋😋--1 butir telur--Secukupnya daun bawang--Secukupnya penyedap (q biasa pke kobe bumbu nasgor)--Secukupnya garam--Secukupnya minyak untuk menumis--,"1) Panaskan minyak masukkan telur di orak arik stelah matang sisihkan telur
2) Tumis bawang putih,bawang merah dan cabai sampai layu dan harum
3) Stelah harum masukan taugenya lalu tambahkan garam,penyedap setelah tauge layu masukkan telur dan daun bawang tumis sebentar lalu angkat.....
4) Sajikan bersama nasi hangat",4,https://cookpad.com/id/resep/4410611-oseng2-tauge-telur%F0%9F%91%8D%F0%9F%91%8D%F0%9F%91%8Dorak-arik-tokolan,telur,oseng2 tauge telur,9,"['bungkus taugecambahtokolan', 'bawang putih', 'bawang merah', 'cabai rawit', 'telur', 'secukupnya daun', 'secukupnya penyedap', 'secukupnya garam', 'secukupnya minyak']",4,"['taugecambahtokolan', 'bawang_putih', 'bawang_merah', 'cabai_rawit', 'telur', 'penyedap', 'garam', 'minyak']",taugecambahtokolan bawang_putih bawang_merah cabai_rawit telur penyedap garam minyak
Balado Telur Super Pedas,5 butir telur--1/2 ons cabe merah besar--30 gr cabe rawit--3 siung bawang merah--2 siung bawang putih--1/2 buah tomat--garam--gula--1 liter air--sesikit minyak goreng--,"1) Rebus telus hinggaa matang
2) Blender semua bumbu hingga halus
3) Tumis dengan sedikit minyak...smpai tanak..masukan garam dan gula, masukkan telur yg sudah di kupas dari cangkang nya..tes rasa..lalu hidangkan",2,https://cookpad.com/id/resep/4410743-balado-telur-super-pedas,telur,balado telur pedas,10,"['telur', 'ons cabe', 'cabe rawit', 'bawang merah', 'bawang putih', 'tomat', 'garam', 'gula', 'liter air', 'sesikit minyak']",3,"['telur', 'ons_cabai', 'cabai_rawit', 'bawang_merah', 'bawang_putih', 'tomat', 'garam', 'gula', 'sesikit_minyak']",telur ons_cabai cabai_rawit bawang_merah bawang_putih tomat garam gula sesikit_minyak
Telor Sambal Balado,5 Butir Telor--3 Buah Tahu--Dauh Jeruk--Garam--Gula--Penyedap Rasa Ayam--Bumbu halus--10 Cabe Merah (Boleh Lebih)--4 Siung Bawang Putih--4 Siung Bawang Merah--3 Buah Kemiri--,"1) Goreng Telur yg sudah di rebus dan Tahu
2) Tumis Bumbu Halus sampai wangi
3) Tambahkan air sedikit, tunggu sampai mendidih
4) Masukkan telor dan tahu yg sudah di goreng
5) Masak sampai matang dan airnya menyusut
6) Tambahkan garam, gula dan penyedap rasa
7) Cicip!",3,https://cookpad.com/id/resep/4410459-telor-sambal-balado,telur,telor sambal balado,11,"['telor', 'tahu', 'dauh jeruk', 'garam', 'gula', 'penyedap rasa', 'bumbu halus', 'cabe merah', 'bawang putih', 'bawang merah', 'kemiri']",7,"['telor', 'tahu', 'dauh_jeruk', 'garam', 'gula', 'bumbu', 'cabai_merah', 'bawang_putih', 'bawang_merah', 'kemiri']",telor tahu dauh_jeruk garam gula bumbu cabai_merah bawang_putih bawang_merah kemiri
Telor Balado,10 telor--1 liter air untuk rebus telor--10 sdm gelas minyak goreng untuk bumbu--1 gelas minyak goreng untuk goreng telor--1 liter air es--2 sdt gula putih--1/2 sdt garam--1/4 sdt lada putih--Bumbu (blender/ulek)--10 cabe merah--5 cabe rawit merah--5 bawang merah--4 bawang putih--,"1) Rebus telor kira2 10 menit, angkat, masukan ke dalam air es dan rendam 5 menit lalu kupas.
2) Setelah telor di kupas, goreng sampai berwarna kecoklatan. Angkat
3) Tumis bumbu halus dengan minyak, masukan gula, garam, lada. Masak sampai sambel matang lalu masukan telor, aduk rata.
4) Sajikan",4,https://cookpad.com/id/resep/4410588-telor-balado,telur,telor balado,13,"['telor', 'liter air', 'gelas minyak', 'gelas minyak', 'liter air', 'gula putih', 'garam', 'lada putih', 'bumbu blenderulek', 'cabe merah', 'cabe rawit', 'bawang merah', 'bawang putih']",4,"['telor', 'minyak', 'gula_putih', 'garam', 'lada_putih', 'bumbu_blenderulek', 'cabai_merah', 'cabai_rawit', 'bawang_merah', 'bawang_putih']",telor minyak gula_putih garam lada_putih bumbu_blenderulek cabai_merah cabai_rawit bawang_merah bawang_putih
Telur Dadar Istimewa,2 butir telur ayam--2 butir bawang merah--4 cabe rawit--Lada bubuk--Garam--Bon cabe--Sedikit seledri--2 sendok tepung terigu--,"1) Haluskan bawang merah dan cabe sampai halus
2) Kocok telur dan campurkan smua bahan
3) Goreng dengan api kecil di teflon
4) Siap dihidangkan",6,https://cookpad.com/id/resep/4410820-telur-dadar-istimewa,telur,telur dadar istimewa,8,"['telur ayam', 'bawang merah', 'cabe rawit', 'lada bubuk', 'garam', 'bon cabe', 'sedikit seledri', 'sendok tepung']",4,"['telur_ayam', 'bawang_merah', 'cabai_rawit', 'lada', 'garam', 'bon_cabai', 'seledri', 'tepung']",telur_ayam bawang_merah cabai_rawit lada garam bon_cabai seledri tepung
Omlet Telur Loreng Ala Om Tentara,3 butir telur ayam--1 siung bawang putih--2 siung bawang merah--3 batang daun bawang--1 buah tomat--6 biji cabe hijau--1 tangkai daun seledri--Garam secukupnya.--,"1) Haluskan bawang putih,bawang merah dan cabe
2) Campurkan ke dalam mangkok yang sudah di masukan telur, kemuian masukan irisan tomat, daun bawang dan daun seledri, tambahkan garam dan diaduk hingga rata
3) Panaskan wajan yang telah diberi minyak, kemudian digoreng dengan api kecil... Siap disajikan..",1,https://cookpad.com/id/resep/4409863-omlet-telur-loreng-ala-om-tentara,telur,omlet telur loreng,8,"['telur ayam', 'bawang putih', 'bawang merah', 'daun bawang', 'tomat', 'biji cabe', 'tangkai daun', 'garam secukupnya']",3,"['telur_ayam', 'bawang_putih', 'bawang_merah', 'tomat', 'biji_cabai', 'tangkai', 'garam']",telur_ayam bawang_putih bawang_merah tomat biji_cabai tangkai garam
Oseng Telur Rebus,2 siung bawang merah--1 siung bawang putih--2 buah cabai rawit--2 butir telur--Secukupnya garam dan rocyo--Secukupnya minyak (saya pakai sedikit saja)--,"1) Rebus telur hingga matang. Angkat kupas dan potong sesuai selera.
2) Iris bawang merah, putih dan cabai.
3) Panaskan wajan dengan sedikit saja minyak, masukkan bumbu tumis sampai harum.
4) Masukkan telur, garam dan Royco, tes rasa.
5) Jika sudah matang angkat.
6) Oseng telur rebus siap dihidangkan.",2,https://cookpad.com/id/resep/4409991-oseng-telur-rebus,telur,oseng telur rebus,6,"['bawang merah', 'bawang putih', 'cabai rawit', 'telur', 'secukupnya garam', 'secukupnya minyak']",6,"['bawang_merah', 'bawang_putih', 'cabai_rawit', 'telur', 'garam', 'minyak']",bawang_merah bawang_putih cabai_rawit telur garam minyak
Telor Ikan Kakap Tepung Serbaguna,Telor ikan yg sudah dbersihan--Tepung bumbu serbaguna--Minyak untuk menggoreng--1 sendok teh air jeruk nipis--1 sendok teh garam--,"1) Rebus telor ikan dgn air jeruk nipis dan garam selama 15 menit
2) Angkat potong sesuai selera
3) Lumuri telor dgn tepung serbaguna
4) Goreng dgn api sedang,angkat sajikan dgn saus.",6,https://cookpad.com/id/resep/4409930-telor-ikan-kakap-tepung-serbaguna,telur,telor ikan kakap tepung serbaguna,5,"['telor ikan', 'tepung bumbu', 'minyak untuk', 'sendok teh', 'sendok teh']",4,"['telor_ikan', 'tepung_bumbu', 'minyak', 'teh']",telor_ikan tepung_bumbu minyak teh
Brokoli Siram Telur,"1/2 bonggol brokoli--1 btr telur--5 bh cabai merah--2 bh bawang putih--1/2 bh bawang bombai--1 sdt tepung maizena (larutkan)--Secukupnya air--Gula garam, kaldu bubuk, ladaku--","1) Cuci bersih brokoli, siram dengan air panas, rebus sebentar, taburi garam, angkat sisihkan
2) Tumis duo bawang dan cabai yg sudah di iris"", masukkan telur orak arik sampai hancur, tambahkan Gula Garam, kaldu bubuk, ladaku, tes rasa, terakhir masukkan air maizena
3) Susun brokoli, kemudian siramkan dengan telur. Selesai",33,https://cookpad.com/id/resep/4410214-brokoli-siram-telur,telur,brokoli siram telur,8,"['bonggol brokoli', 'btr telur', 'bh cabai', 'bh bawang', 'bh bawang', 'tepung maizena', 'secukupnya air', 'gula garam', 'kaldu bubuk', 'ladaku']",3,"['bonggol_brokoli', 'telur', 'bh_cabai', 'bh_bawang', 'tepung_maizena', 'gula_garam', 'kaldu', 'ladaku']",bonggol_brokoli telur bh_cabai bh_bawang tepung_maizena gula_garam kaldu ladaku
Pindang Daging Dan Telur #Taiwan Food,400 grm dada ayam--5 butir telur rebus--4 siung bawang putih--3 buah cabe--20 grm gula batu--1 sdt wu siang fen--80 ml kecap jamur--800 ml air--2 sdm minyak goreng--2 sdm bawang goreng--,"1) Siapkan bahan nya
2) Cuci bersih daging lalu potong kecil” kulit ayam nya potong kecil” lalu pisah kan, telur kupas kulit nya,bawang cincang kasar
3) Tumis bawang putih dan kulit ayam,tumis hingga harum kemudian masukan gula batu dan cabe,lalu masukan daging,tumis hingga daging berubah warna,masukan 1 sdt wu siang fen,aduk hingga rata,masukan kecap jamur dan bawang goreng,lalu tuang air,masukan telur,masak hingga mendidih,jika sudah mendidih,kecilkan api,masak hingga matang,kurang lebih 30 menit
4) Wu siang fen
5) Angkat dan siap untuk di sajikan
6) Enak di sajikan dengan nasi,mie rebus,atau sayur rebus",4,https://cookpad.com/id/resep/4410068-pindang-daging-dan-telur-taiwan-food,telur,pindang daging dan telur food,10,"['grm dada', 'telur rebus', 'bawang putih', 'cabe', 'grm gula', 'wu siang', 'ml kecap', 'ml air', 'minyak goreng', 'bawang goreng']",6,"['garam_dada', 'telur', 'bawang_putih', 'cabai', 'garam_gula', 'wu_siang', 'kecap', 'minyak']",garam_dada telur bawang_putih cabai garam_gula wu_siang kecap minyak
Rica Rica Telor Ikan,1/2 kg telor ikan tengiri--8 siung bawang merah--4 siung bawang putih--5 inc jahe--5 inc kunyit--1/4 sendok teh merica--1/4 sendok teh ketumbar--1 sendok teh garam--1/2 potong gula merah/ 1sendok teh gula pasir--1 serai--1 lembar daun salam--1 potong laos--7 cabai rawit--3 cabai merah besar--5 kemiri--Minyak untuk menumis--,"1) Rebus telor ikan dgn sedikit air +garam dan air jeruk nipis selama 15 menit,angkat potong sesuai selera
2) Haluskan bumbu bawang merah,bawang putih,jahe,kunyit,garam,cabai rawit dan cabai merah,kemiri, merica dan ketumbar
3) Tumis semua bumbu yg telah dihaluskan masukan serai,salam,laos,gula,garam sampai berwarna kecokelatan tambahkan sedikit air
4) Setelah dirasa pas rasanya masukan rebusan telor ikan sambil sesekali d aduk,setelah bumbu meresap angkat sajikan",7,https://cookpad.com/id/resep/4410099-rica-rica-telor-ikan,telur,rica rica telor ikan,16,"['telor ikan', 'bawang merah', 'bawang putih', 'inc jahe', 'inc kunyit', 'sendok teh', 'sendok teh', 'sendok teh', 'gula merah', 'serai', 'daun salam', 'laos', 'cabai rawit', 'cabai merah', 'kemiri', 'minyak untuk']",4,"['telor_ikan', 'bawang_merah', 'bawang_putih', 'inc_jahe', 'inc_kunyit', 'teh', 'gula_merah', 'serai', 'salam', 'laos', 'cabai_rawit', 'cabai_merah', 'kemiri', 'minyak']",telor_ikan bawang_merah bawang_putih inc_jahe inc_kunyit teh gula_merah serai salam laos cabai_rawit cabai_merah kemiri minyak
Telur Gulung/Bihun Gulung,1/4 kg Bihun--2 Butir Telur--Secukupnya Air--Garam--Minyak goreng--Tusuk sate--,"1) Rebus bihun jangan sampai terlalu matang, beri garam sedikit agar bihun tidak terasa hambar. Kemudian tiriskan hingga benar benar sudah tidak ada air yg tersisa.
2) Kocok lepas Telur tambahkan air sedikit, lalu beri garam
3) Panaskan minyak, minyak disini harus menggunakan minyak yang banyak karena agar memudahkan dalam menggulung telur dan bihunnya.
4) Setelah minyak panas. Masukan sedikit bihun, tunggu beberapa detik, lalu masukan telur sedikit juga
5) Setelah itu gulung menggunakan tusuk sate. Agar tergulung dengan baik usahan tusuk sate tercelup minyak dan menggulungnya posisi di dalam minyak panas tersebut
6) Lalukan secara berulang sampai bihun dan telur habis
7) Bihun gulung/telur gulung siap di santap
8) Tambahkan juga saus sebagai pelengkap",5,https://cookpad.com/id/resep/4409466-telur-gulungbihun-gulung,telur,telur gulung bihun gulung,6,"['bihun', 'telur', 'secukupnya air', 'garam', 'minyak goreng', 'tusuk sate']",8,"['bihun', 'telur', 'garam', 'minyak', 'tusuk_sate']",bihun telur garam minyak tusuk_sate
Cheese Egg Toast,Secukupnya roti tawar--3 butir telur ayam kocok lepas--1 batang kacang panjang potong serong dan kecil*--1 buah tomat potong kecil*--1 buah bawang bombay kecil* & memanjang--1 buah cabe merah potong serong--1 buah cabe hijau potong serong--3 sdm keju cheddar--Secukupnya garam dan merica--,"1) Kocok lepas telur masukan garam, merica, stlah itu msukan cabe merah, ijau, kacang panjang, tomat, bawang bombay dan keju kocok jadi 1
2) Panaskan pan anti lengket, beri sdkit minyak ambil selembar roti celupkan kekocokan telur jangan terlalu lama nanti rotinya ancur. Masak sampai matang ya, lalu lakukan hingga habis.
3) Apa bila sdh matang smuanya bisa potong dua bentuk segitiga disetiap rotinya",8,https://cookpad.com/id/resep/4409573-cheese-egg-toast,telur,cheese egg toast,9,"['secukupnya roti', 'telur ayam', 'kacang panjang', 'tomat kecil', 'bawang bombay', 'cabe merah', 'cabe hijau', 'keju cheddar', 'secukupnya garam']",3,"['roti', 'telur_ayam', 'kacang_panjang', 'tomat', 'bawang_bombay', 'cabai_merah', 'cabai_hijau', 'keju_cheddar', 'garam']",roti telur_ayam kacang_panjang tomat bawang_bombay cabai_merah cabai_hijau keju_cheddar garam
Sambal Telur,4 butir telur ayam rebus kupas kulitnya--2 buah terong ungu potong sesuai selera--2 batang daun bawang potong serong--Sambal 🌶--1 genggam cabai merah keriting/sesuai selera--8 buah bawang merah--3 siung bawang putih--1 buah tomat--Secukupnya garam gula dan penyedap--,"1) Panaskan minyak, goreng terong dan telur yg sdah direbus. Angkat sisihkan
2) Rebus cabai dan bumbu sambal lainya,tambahkan minyak secukupnya lalu blender bertekstur. Goreng sambel hingga harum tambahkan gula garam dan penyedap, tes rasa masukkan telur dan terong aduk2 hingga tercampur tambahkan daun bawang, tunggu sebentar kira-kira bumbu meresap angkat dan sajikan..",3,https://cookpad.com/id/resep/4322707-sambal-telur,telur,sambal telur,9,"['telur ayam', 'terong ungu', 'daun bawang', 'sambal', 'genggam cabai', 'bawang merah', 'bawang putih', 'tomat', 'secukupnya garam']",2,"['telur_ayam', 'terong_ungu', 'sambal', 'genggam_cabai', 'bawang_merah', 'bawang_putih', 'tomat', 'garam']",telur_ayam terong_ungu sambal genggam_cabai bawang_merah bawang_putih tomat garam
Telur Balado,"1/4 kg telur ayam--1-2 lbr daun jeruk purut--Secukupnya gula,garam dan lada bubuk--❤bumbu halus--4 buah cabe merah besar--2 buah cabe merah kriting--4 siung bawang merah--Seujung ruas kunyit--2 btr kemiri (saya skip)--","1) Rebus telur dan goreng hingga sedikit kering
2) Haluskan bumbu,beri daun jeruk tumis hingga harum
3) Beri gula,garam,dan lada bubuk,aduk rata lalu masukkan telur hingga terbalur bumbu
4) Angkat dan sajikan",28,https://cookpad.com/id/resep/4409753-telur-balado,telur,telur balado,9,"['telur ayam', 'lbr daun', 'secukupnya gula', 'garam dan', 'bumbu halus', 'cabe merah', 'cabe merah', 'bawang merah', 'seujung kunyit', 'btr kemiri']",4,"['telur_ayam', 'lbr', 'gula', 'bumbu', 'cabai_merah', 'bawang_merah', 'seujung_kunyit', 'kemiri']",telur_ayam lbr gula bumbu cabai_merah bawang_merah seujung_kunyit kemiri
Pempek Nasi Isi Telor,1 mangkok besar nasi--1 genggam teri--6 siung bawang putih--1/2 sdt merica bubuk--1/2 sdt ketumbar bubuk--1 butir telur kocok--2 sdt munjung Garam--1/2 sdt Kaldu bubuk--secukupnya Air untuk merendam nasi--300 gram tepung ubi kayu--2 sdm tepung jagung--50 gram tepung gandum--,"1) Rendam nasi 2 jam dengan air mendidih. Lalu blender nasi letak dalam panci.
2) Blender smua bumbu jadi satu hingga lembut.
3) Campur bumbu ke dalam panci masak hingga mendidih sekitar 10-15 menit. Lalu matikan api dan sisihkan.
4) Masukkan tepung sedikit demi sedikit lalu aduk rata dengan centong.
5) Setelah adonan agak dingin mulai adon hingga kalis dan tidak lengket.
6) Kocok telur dan tambahkan sedikit garam untuk isian pempek.
7) Bentuk adonan bulat dan lubang tengahnya kemudian isi dengan kocokan telur.
8) Rebus air hingga mendidih tambahkan sedikit garam lalu masukkan pempek hingga mengapung lalu angkat.
9) Kemudian angkat dan tiriskan pempek.
10) Panaskan minyak lalu goreng hingga matang.
11) Lalu hidangkan bersama cuko atau juga sos.",8,https://cookpad.com/id/resep/4409237-pempek-nasi-isi-telor,telur,pempek nasi isi telor,12,"['mangkok besar', 'genggam teri', 'bawang putih', 'merica bubuk', 'ketumbar bubuk', 'telur kocok', 'munjung garam', 'kaldu bubuk', 'secukupnya air', 'gram tepung', 'tepung jagung', 'gram tepung']",11,"['mangkok', 'genggam_teri', 'bawang_putih', 'merica', 'ketumbar', 'telur_kocok', 'munjung_garam', 'kaldu', 'tepung', 'tepung_jagung']",mangkok genggam_teri bawang_putih merica ketumbar telur_kocok munjung_garam kaldu tepung tepung_jagung
Telor Dadar Gulung Isi Sosis,2 butir telor--1 bj daun prei--1 buah sosis--1/4 sdt Saos tiram--secukupnya Garam dan lada--,"1) Goreng sosis... Kocok telor tambahkan garam lada dan saos tiram.... Masukan daun prei yg sdh dirajang halus
2) Siapkan teflom beri sedikit mentega... Goreng telor setengah matang taruk sosis dan gulung
3) Lalu tuang lagi sisa telor tunggu setengah matang lalu gulung lagi balik2 telor gunakan api kecil agar matang sempurna
4) Setelah matang potong2 bs diberi tambahan saos tomat dan saus sambal",7,https://cookpad.com/id/resep/4409114-telor-dadar-gulung-isi-sosis,telur,telor dadar gulung isi sosis,5,"['telor', 'bj daun', 'sosis', 'saos tiram', 'secukupnya garam']",4,"['telor', 'sosis', 'saus_tiram', 'garam']",telor sosis saus_tiram garam
Capcay Kuah Ayam Telur Pedas,Ayam fillet/dada ayam--1 telur ayam--Bakso--Sosis--1 Bunga kol ukuran kecil--1 wortel--2 jagung putri--Sawi hijau--Bumbu halus:--2 bawang putih--1 kemiri--Merica (saya: Ladaku)--Bumbu tabur:--Garam--Gula pasir--Micin/penyedap--Saus tomat--Saus sambal--Air--,"1) Potong2 sayuran dan iris2 ayam fillet.cuci bersih.tiriskan
2) Ulek bumbu halus
3) Panaskan minyak,tumis irisan ayam nya sampai matang/kecoklatan
4) Masukan bumbu halus aduk aduk2 sampai harum
5) Masukan sayuran,bakso,sosis.beri air sedikit demi sedikit.pecahkan telur d atas nya,orak arik
6) Masukan saos sambal,saos tomat,garam gula,micin/penyedap.
7) Tunggu sampai mendidih.tes rasa.
8) Kalo di rasa sudah pas,angkat. Sajikan dengan gorengan tahu tepung",3,https://cookpad.com/id/resep/4408943-capcay-kuah-ayam-telur-pedas,telur,capcay kuah ayam telur pedas,19,"['ayam filletdada', 'telur ayam', 'bakso', 'sosis', 'bunga kol', 'wortel', 'jagung putri', 'sawi hijau', 'bumbu halus', 'bawang putih', 'kemiri', 'merica saya', 'bumbu tabur', 'garam', 'gula pasir', 'micinpenyedap', 'saus tomat', 'saus sambal']",9,"['ayam_filletdada', 'telur_ayam', 'bakso', 'sosis', 'bunga_kol', 'wortel', 'jagung_putri', 'sawi_hijau', 'bumbu', 'bawang_putih', 'kemiri', 'merica_saya', 'bumbu_tabur', 'garam', 'gula_pasir', 'micinpenyedap', 'saus_tomat', 'saus_sambal']",ayam_filletdada telur_ayam bakso sosis bunga_kol wortel jagung_putri sawi_hijau bumbu bawang_putih kemiri merica_saya bumbu_tabur garam gula_pasir micinpenyedap saus_tomat saus_sambal
